,Station,Cluster Label,EM Label,p0-1,p1-2,p2-3,p3-4,p4-5,p5-6,p6-7,p7-8,p8-9,p9-10,p10-11,p11-12,p12-13,p13-14,p14-15,p15-16,p16-17,p17-18,p18-19,p19-20,p20-21,p21-22,p22-23,p23-0,r0-1,r1-2,r2-3,r3-4,r4-5,r5-6,r6-7,r7-8,r8-9,r9-10,r10-11,r11-12,r12-13,r13-14,r14-15,r15-16,r16-17,r17-18,r18-19,r19-20,r20-21,r21-22,r22-23,r23-0
353,31910,2,1,0.0,0.007407407407407408,0.0,0.007407407407407408,0.007407407407407408,0.022222222222222227,0.07407407407407407,0.022222222222222227,0.05925925925925926,0.1851851851851852,0.08888888888888889,0.02962962962962963,0.06666666666666668,0.04444444444444445,0.02962962962962963,0.02962962962962963,0.037037037037037035,0.11851851851851852,0.0962962962962963,0.05185185185185185,0.007407407407407408,0.014814814814814815,0.0,0.0,0.006802721088435374,0.006802721088435374,0.0,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.013605442176870748,0.0,0.027210884353741496,0.034013605442176874,0.061224489795918366,0.020408163265306117,0.047619047619047616,0.027210884353741496,0.040816326530612235,0.006802721088435374,0.10884353741496597,0.16326530612244894,0.09523809523809523,0.1360544217687075,0.061224489795918366,0.061224489795918366,0.020408163265306117,0.040816326530612235
354,31912,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04411764705882353,0.08823529411764706,0.029411764705882356,0.07352941176470587,0.029411764705882356,0.10294117647058824,0.04411764705882353,0.16176470588235295,0.1323529411764706,0.029411764705882356,0.029411764705882356,0.07352941176470587,0.0,0.10294117647058824,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.1016949152542373,0.06779661016949153,0.1016949152542373,0.03389830508474576,0.05084745762711865,0.01694915254237288,0.1016949152542373,0.13559322033898305,0.15254237288135594,0.1016949152542373,0.0847457627118644,0.01694915254237288,0.0,0.01694915254237288
355,31913,3,0,0.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0547945205479452,0.1917808219178082,0.1232876712328767,0.0821917808219178,0.0684931506849315,0.0684931506849315,0.0,0.0821917808219178,0.0136986301369863,0.0821917808219178,0.0,0.0273972602739726,0.0136986301369863,0.0821917808219178,0.0410958904109589,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03896103896103896,0.012987012987012988,0.012987012987012988,0.03896103896103896,0.012987012987012988,0.07792207792207792,0.11688311688311688,0.23376623376623376,0.24675324675324675,0.1038961038961039,0.03896103896103896,0.025974025974025976,0.03896103896103896,0.0
356,31914,3,0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.06666666666666668,0.16363636363636366,0.3757575757575757,0.08484848484848485,0.01818181818181818,0.02424242424242424,0.042424242424242434,0.030303030303030307,0.0,0.006060606060606061,0.02424242424242424,0.042424242424242434,0.06666666666666668,0.03636363636363636,0.01212121212121212,0.0,0.0,0.0,0.02469135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.006172839506172839,0.018518518518518517,0.02469135802469136,0.006172839506172839,0.06790123456790123,0.018518518518518517,0.012345679012345678,0.037037037037037035,0.037037037037037035,0.06790123456790123,0.2962962962962963,0.2222222222222222,0.05555555555555555,0.043209876543209874,0.043209876543209874,0.018518518518518517,0.0
357,31915,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05952380952380953,0.19047619047619047,0.25,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.05952380952380953,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.05952380952380953,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.020408163265306117,0.0,0.0,0.0,0.0,0.010204081632653059,0.020408163265306117,0.0,0.010204081632653059,0.030612244897959183,0.030612244897959183,0.030612244897959183,0.061224489795918366,0.061224489795918366,0.051020408163265314,0.12244897959183673,0.2755102040816326,0.08163265306122447,0.1020408163265306,0.040816326530612235,0.020408163265306117,0.030612244897959183
358,31916,3,0,0.0026881720430107533,0.0,0.0,0.0,0.0,0.026881720430107527,0.026881720430107527,0.053763440860215055,0.2983870967741936,0.03494623655913978,0.024193548387096774,0.03763440860215054,0.04032258064516129,0.02956989247311828,0.016129032258064516,0.03225806451612903,0.05645161290322581,0.02956989247311828,0.1129032258064516,0.08333333333333333,0.06451612903225806,0.013440860215053764,0.010752688172043013,0.005376344086021507,0.0024630541871921183,0.0049261083743842365,0.0,0.0,0.014778325123152709,0.014778325123152709,0.0049261083743842365,0.014778325123152709,0.02216748768472906,0.017241379310344827,0.012315270935960592,0.024630541871921183,0.036945812807881784,0.056650246305418726,0.041871921182266014,0.056650246305418726,0.061576354679802964,0.20935960591133004,0.17733990147783252,0.1083743842364532,0.06403940886699508,0.039408866995073885,0.0049261083743842365,0.009852216748768471
359,31917,4,1,0.005617977528089888,0.0,0.0,0.0,0.0018726591760299626,0.009363295880149813,0.08052434456928839,0.08614232209737828,0.13108614232209734,0.05617977528089888,0.058052434456928835,0.024344569288389517,0.048689138576779034,0.0299625468164794,0.033707865168539325,0.05056179775280899,0.048689138576779034,0.12921348314606745,0.0898876404494382,0.06179775280898876,0.031835205992509365,0.0149812734082397,0.005617977528089888,0.0018726591760299626,0.02185792349726776,0.023679417122040074,0.0018214936247723133,0.0018214936247723133,0.0036429872495446266,0.0018214936247723133,0.0036429872495446266,0.04735883424408015,0.09107468123861566,0.08196721311475409,0.01821493624772313,0.0273224043715847,0.032786885245901634,0.03642987249544627,0.029143897996357013,0.05646630236794172,0.0692167577413479,0.13114754098360654,0.09289617486338797,0.07103825136612021,0.060109289617486336,0.051001821493624776,0.030965391621129323,0.014571948998178506
360,31918,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01773049645390071,0.0673758865248227,0.060283687943262415,0.046099290780141834,0.04964539007092199,0.05319148936170213,0.0851063829787234,0.0425531914893617,0.04964539007092199,0.031914893617021274,0.08156028368794327,0.1276595744680851,0.13829787234042554,0.0673758865248227,0.056737588652482275,0.01773049645390071,0.007092198581560284,0.0,0.003289473684210526,0.0,0.0,0.0,0.0,0.01973684210526316,0.03618421052631579,0.03947368421052632,0.08223684210526316,0.09210526315789473,0.03947368421052632,0.03618421052631579,0.06578947368421052,0.0756578947368421,0.05263157894736842,0.02960526315789473,0.08881578947368421,0.15460526315789475,0.07236842105263158,0.06578947368421052,0.03289473684210526,0.013157894736842105,0.0,0.0
361,31919,2,0,0.0,0.0,0.0,0.0,0.00546448087431694,0.01092896174863388,0.0273224043715847,0.09836065573770493,0.1366120218579235,0.03825136612021858,0.0546448087431694,0.06557377049180327,0.02185792349726776,0.02185792349726776,0.049180327868852465,0.04371584699453552,0.060109289617486336,0.09289617486338797,0.1366120218579235,0.07650273224043716,0.03825136612021858,0.01092896174863388,0.01092896174863388,0.0,0.007575757575757577,0.015151515151515154,0.0,0.0,0.007575757575757577,0.007575757575757577,0.0,0.030303030303030307,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.007575757575757577,0.030303030303030307,0.03787878787878788,0.060606060606060615,0.015151515151515154,0.08333333333333333,0.13636363636363635,0.11363636363636365,0.08333333333333333,0.09090909090909093,0.07575757575757576,0.045454545454545456,0.08333333333333333
362,31920,2,0,0.0,0.0,0.0,0.0,0.0,0.007299270072992701,0.072992700729927,0.1605839416058394,0.17518248175182485,0.051094890510948905,0.0291970802919708,0.021897810218978103,0.043795620437956206,0.06569343065693431,0.0291970802919708,0.06569343065693431,0.072992700729927,0.043795620437956206,0.0145985401459854,0.06569343065693431,0.051094890510948905,0.0291970802919708,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.09302325581395347,0.034883720930232565,0.08139534883720931,0.04651162790697674,0.05813953488372092,0.02325581395348837,0.0,0.04651162790697674,0.04651162790697674,0.08139534883720931,0.011627906976744186,0.04651162790697674,0.10465116279069768,0.06976744186046513,0.13953488372093026,0.02325581395348837,0.06976744186046513,0.011627906976744186,0.0
363,31921,2,1,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.11904761904761905,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.0,0.038461538461538464,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.0576923076923077,0.019230769230769232,0.09615384615384616,0.038461538461538464,0.09615384615384616,0.09615384615384616,0.07692307692307693,0.1346153846153846,0.09615384615384616,0.038461538461538464,0.0576923076923077,0.038461538461538464
364,31924,4,1,0.017921146953405017,0.0,0.003584229390681004,0.007168458781362006,0.0,0.0,0.021505376344086027,0.04301075268817205,0.0967741935483871,0.05017921146953405,0.025089605734767026,0.03942652329749104,0.025089605734767026,0.05017921146953405,0.010752688172043013,0.053763440860215055,0.06451612903225806,0.14336917562724014,0.12186379928315412,0.06093189964157706,0.07526881720430108,0.053763440860215055,0.014336917562724013,0.021505376344086027,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.010309278350515464,0.005154639175257732,0.041237113402061855,0.05154639175257732,0.030927835051546393,0.05670103092783505,0.05154639175257732,0.05154639175257732,0.061855670103092786,0.06701030927835051,0.061855670103092786,0.18041237113402064,0.08247422680412371,0.08762886597938144,0.07731958762886597,0.02577319587628866,0.02577319587628866,0.02577319587628866
365,31925,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.07,0.04,0.07,0.01,0.01,0.02,0.14,0.33,0.12,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043013,0.1827956989247312,0.25806451612903225,0.11827956989247312,0.021505376344086027,0.03225806451612903,0.04301075268817205,0.04301075268817205,0.010752688172043013,0.010752688172043013,0.04301075268817205,0.04301075268817205,0.053763440860215055,0.021505376344086027,0.010752688172043013,0.07526881720430108,0.021505376344086027,0.0
366,32000,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05517241379310345,0.013793103448275862,0.020689655172413796,0.06206896551724138,0.13793103448275862,0.07586206896551724,0.04827586206896552,0.04827586206896552,0.04137931034482759,0.1310344827586207,0.10344827586206896,0.14482758620689656,0.04827586206896552,0.04137931034482759,0.006896551724137931,0.013793103448275862,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.18867924528301888,0.12264150943396225,0.04716981132075472,0.09433962264150944,0.07547169811320754,0.04716981132075472,0.10377358490566037,0.0660377358490566,0.04716981132075472,0.04716981132075472,0.02830188679245283,0.009433962264150943,0.05660377358490566,0.02830188679245283,0.0
